Name,Rating,Reviews,Company Type,Location,Highly Rated For,Critically Rated For
Gayatri Projects,3.9,507,Engineering & Construction,Hyderabad / Secunderabad +67 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
PPG Asian Paints,4.0,507,Chemicals,Mumbai +52 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Surya Roshni,4.1,507,Real Estate,New Delhi +60 other locations,"Job Security, Work Life Balance, Company Culture",None
Advantmed,3.7,506,Healthcare,Ahmedabad +8 other locations,None,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Optimum Infosystem,3.4,507,IT Services & Consulting,Chennai +12 other locations,None,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Torry Harris Integration Solutions,4.1,507,IT Services & Consulting,Bangalore / Bengaluru +7 other locations,"Work Life Balance, Skill Development / Learning, Job Security",Promotions / Appraisal
Data Entry,4.1,505,BPO,New Delhi +93 other locations,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",None
Nomura Holdings,3.9,504,Investment Banking / Venture Capital / Private Equity,Mumbai +10 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Entrata,4.4,504,Software Product,Pune +4 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Saudi Aramco,4.6,504,Oil & Gas,Mumbai +30 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
Amway India Enterprises,4.1,504,Fitness & Wellness,Gurgaon / Gurugram +76 other locations,"Salary & Benefits, Work Life Balance, Company Culture",None
Rane NSK Steering Systems,4.2,504,Auto Components,Chennai +19 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",None
DBG Technology,3.9,505,Electronics Manufacturing,Bawal +16 other locations,"Job Security, Salary & Benefits",None
TCI Express,3.9,502,Logistics,New Delhi +69 other locations,Job Security,None
Prince Pipes & Fittings,4.3,502,Building Material,Mumbai +61 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Collegedunia,3.0,501,Internet,Gurgaon / Gurugram +20 other locations,None,"Job Security, Promotions / Appraisal, Work Satisfaction"
Watchyourhealth.com,4.9,499,Emerging Technologies,Thane +3 other locations,"Company Culture, Salary & Benefits, Work Life Balance",None
ThoughtWorks,3.9,499,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal
Triveni Engineering & Industries,4.1,499,Food Processing,Noida +49 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Keventer,3.8,499,FMCG,Kolkata +54 other locations,Work Life Balance,Promotions / Appraisal
Kissht Finance,3.9,498,FinTech,Mumbai +63 other locations,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",None
Suma Soft,3.7,498,IT Services & Consulting,Pune +10 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Infor Global Solution,4.1,498,Software Product,Hyderabad / Secunderabad +8 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
TVS Electronics,3.8,498,Consumer Electronics & Appliances,Chennai +61 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
CARE,4.3,497,Non-Profit,Patna +112 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
Blue Yonder,4.0,499,IT Services & Consulting,Bangalore / Bengaluru +14 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Lohia Group,3.7,497,Industrial Machinery,Kanpur +19 other locations,None,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Dr. Batras' Positive Health Clinic,3.8,498,Healthcare,Mumbai +84 other locations,Skill Development / Learning,Promotions / Appraisal
Jubilant Generics,4.0,497,Pharma,Roorkee +20 other locations,"Work Life Balance, Salary & Benefits",None
Waaree Energies,3.9,497,Power,Surat +42 other locations,Salary & Benefits,None
Okaya Power,3.7,496,Electrical Equipment,New Delhi +80 other locations,None,Promotions / Appraisal
Amber Enterprises India,3.8,495,Consumer Electronics & Appliances,Gurgaon / Gurugram +31 other locations,Skill Development / Learning,Promotions / Appraisal
Medcode,4.6,494,IT Services & Consulting,Chennai +6 other locations,"Skill Development / Learning, Company Culture, Job Security",None
Delta Electronics,4.0,495,Electronics Manufacturing,Bangalore / Bengaluru +37 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Asb International,4.0,495,Industrial Machinery,Mumbai +16 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Country Holidays Inn & Suites,4.4,493,Travel & Tourism,Noida +20 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",None
Hilton,4.3,493,Hospitality,Bangalore / Bengaluru +35 other locations,"Skill Development / Learning, Job Security, Company Culture",None
BSH Home Appliances Group,4.1,493,Consumer Electronics & Appliances,Bangalore / Bengaluru +45 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Ramboll,4.2,495,Engineering & Construction,Gurgaon / Gurugram +28 other locations,"Work Life Balance, Company Culture, Job Security",None
Pennar Industries,3.6,493,Engineering & Construction,Hyderabad / Secunderabad +26 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Quikr,3.8,492,Internet,Bangalore / Bengaluru +24 other locations,None,"Job Security, Promotions / Appraisal, Work Satisfaction"
Gandhi Automations,4.1,492,Industrial Machinery,Mumbai +20 other locations,"Salary & Benefits, Job Security, Promotions / Appraisal",None
OMICS International,2.5,492,Printing & Publishing,Hyderabad / Secunderabad +6 other locations,None,"Salary & Benefits, Promotions / Appraisal, Job Security"
Ongc Petro Additions,4.1,493,Petrochemicals,Bharuch +28 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Nucleus Software Exports,3.5,493,Software Product,Noida +12 other locations,Job Security,"Work Satisfaction, Work Life Balance, Promotions / Appraisal"
Samunnati Financial Intermediation and Services,4.4,492,Financial Services,Chennai +51 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Courtyard by Marriott,4.2,493,Hospitality,Mumbai +37 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Razorpay,3.6,492,FinTech,Bangalore / Bengaluru +22 other locations,None,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Quality Austria Central Asia,3.5,492,Other,New Delhi +54 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Google Operations Center,3.6,493,Internet,Hyderabad / Secunderabad +16 other locations,None,"Promotions / Appraisal, Work Satisfaction, Job Security"
DealShare,3.4,491,Internet,Bangalore / Bengaluru +43 other locations,None,"Job Security, Promotions / Appraisal, Company Culture"
Livpure,4.0,491,Consumer Electronics & Appliances,Gurgaon / Gurugram +75 other locations,"Company Culture, Skill Development / Learning, Job Security",None
Vizag Steel,4.1,490,Iron & Steel,Visakhapatnam +20 other locations,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
"Commonwealth Bank of Australia, India",3.5,493,Financial Services,Bangalore / Bengaluru +9 other locations,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
General Motors,4.3,489,Automobile,Pune +36 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
Genesys International Corporation,3.7,489,IT Services & Consulting,Mumbai +14 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
DeHaat,3.7,489,Internet,Gurgaon / Gurugram +98 other locations,None,"Job Security, Promotions / Appraisal, Work Satisfaction"
Nephroplus,4.0,489,Healthcare,Hyderabad / Secunderabad +95 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Orient Technologies,3.7,489,IT Services & Consulting,Mumbai +45 other locations,None,"Promotions / Appraisal, Salary & Benefits"
HBL Power Systems,4.0,488,Electrical Equipment,Hyderabad / Secunderabad +44 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Glenmark Life Sciences,3.8,489,Pharma,Ankleshwar +19 other locations,Job Security,Promotions / Appraisal
Creative Synergies Group,4.3,488,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
PTC,4.2,489,Software Product,Pune +42 other locations,"Work Life Balance, Company Culture, Job Security",None
Renovision Automation Services,3.5,488,IT Services & Consulting,New Delhi +66 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
B. G. Shirke Construction Technology,4.3,488,Engineering & Construction,Pune +23 other locations,"Job Security, Company Culture, Work Life Balance",None
Khazana Jewellery,4.0,487,Jewellery,Chennai +51 other locations,Skill Development / Learning,None
Future Lifestyle Fashion,4.2,487,Retail,Bangalore / Bengaluru +61 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
Indorama,4.0,487,Fashion & Textile,Kolkata +41 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Dodla Dairy,4.2,488,Food Processing,Hyderabad / Secunderabad +62 other locations,"Job Security, Company Culture, Work Life Balance",None
Reliance BP Mobility,3.5,486,Oil & Gas,Mumbai +85 other locations,None,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Akal Information Systems,3.9,486,IT Services & Consulting,New Delhi +42 other locations,Work Life Balance,None
Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.6,485,Pharma,New Delhi +74 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
Yokogawa,3.7,486,Auto Components,Bangalore / Bengaluru +22 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Prama Hikvision India,3.7,486,Electronics Manufacturing,Mumbai +47 other locations,None,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Kellogg,4.3,485,FMCG,Mumbai +74 other locations,"Company Culture, Job Security, Skill Development / Learning",None
Welspun Corp,4.1,485,Iron & Steel,Anjar +25 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Agrostar,3.9,485,Internet,Pune +41 other locations,"Company Culture, Skill Development / Learning",Job Security
Talentpro,4.0,485,Recruitment,Chennai +101 other locations,Work Life Balance,Promotions / Appraisal
Avalon Technologies,3.7,484,Electronics Manufacturing,Chennai +15 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Capco Technologies,3.7,484,IT Services & Consulting,Bangalore / Bengaluru +16 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Rane Engine Valve Limited,4.0,484,Auto Components,Chennai +14 other locations,"Skill Development / Learning, Job Security",Promotions / Appraisal
Intellipaat Software Solutions,3.1,483,Bangalore / Bengaluru +15 other locations,Unknown,None,"Promotions / Appraisal, Work Life Balance, Job Security"
Practo,3.1,483,Internet,Bangalore / Bengaluru +23 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Jyothy Laboratories,4.2,482,FMCG,Mumbai +117 other locations,"Job Security, Salary & Benefits, Company Culture",None
HDFC Asset Management Company,4.0,482,Mumbai +120 other locations,Unknown,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Bahwan CyberTek,3.8,483,IT Services & Consulting,Chennai +19 other locations,None,"Promotions / Appraisal, Job Security"
PCBL Chemical Limited,3.9,482,Petrochemicals,Vadodara +20 other locations,Salary & Benefits,Work Satisfaction
Unimoni,3.9,482,FinTech,Chennai +126 other locations,Work Life Balance,Promotions / Appraisal
Livguard,4.1,482,Electronics Manufacturing,Gurgaon / Gurugram +71 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Portea Medical,4.3,481,Healthcare,Bangalore / Bengaluru +39 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",None
SoftAge Information Technology,3.3,481,IT Services & Consulting,Gurgaon / Gurugram +129 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Central Reserve Police Force,4.7,481,Government,New Delhi +80 other locations,"Job Security, Salary & Benefits, Company Culture",None
VRL Logistics,3.8,482,Logistics,Bangalore / Bengaluru +92 other locations,None,Promotions / Appraisal
Five-Star Business Finance,4.3,481,NBFC,Chennai +175 other locations,"Job Security, Company Culture, Work Life Balance",None
Army Public School,4.2,480,Education & Training,New Delhi +87 other locations,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal"
Toothsi,2.8,480,Internet,Mumbai +16 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Ge India Industrial,4.4,480,Industrial Machinery,Pune +20 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
LEAP India Private Limited,4.6,480,Packaging,Mumbai +35 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",None
Metriqe Solutions,4.3,480,BPO,Chennai +4 other locations,"Skill Development / Learning, Job Security, Company Culture",None
Renault,4.3,479,Automobile,Chennai +140 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",None
Bridgestone,4.1,479,Auto Components,Pune +52 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Hetero Healthcare,3.7,480,Pharma,Hyderabad / Secunderabad +62 other locations,None,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Geojit Financial Services,3.8,479,Financial Services,Kochi +126 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Rashmi Group,3.8,481,Iron & Steel,Kharagpur +19 other locations,None,"Company Culture, Promotions / Appraisal, Work Life Balance"
Corteva Agriscience,4.3,479,Agro Chemicals,Hyderabad / Secunderabad +91 other locations,"Company Culture, Work Life Balance, Job Security",None
BEML,4.0,479,Industrial Machinery,Bangalore / Bengaluru +31 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Shriram Automall,3.8,478,Automobile,New Delhi +97 other locations,None,None
SG Analytics,3.1,479,Analytics & KPO,Pune +8 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Airports Authority of India,4.3,478,Aviation,New Delhi +82 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Varun Motors,3.9,479,Automobile,Hyderabad / Secunderabad +34 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Continental,3.9,478,Auto Components,Bangalore / Bengaluru +44 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
My Home Industries,4.1,478,Building Material,Hyderabad / Secunderabad +61 other locations,"Work Life Balance, Work Satisfaction, Job Security",None
Trimax IT Infrastructure Services,3.3,477,IT Services & Consulting,Mumbai +72 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
House Of Anita Dongre,4.1,477,Fashion & Textile,Mumbai +41 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",None
NICE,3.6,480,Software Product,Pune +15 other locations,None,"Promotions / Appraisal, Work Satisfaction"
Finastra,3.8,477,Software Product,Bangalore / Bengaluru +10 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
